"Date","Price","Open","High","Low","Change %"
"Jul 20, 2020","1.1444","1.1410","1.1468","1.1401","0.16%"
"Jul 17, 2020","1.1426","1.1384","1.1444","1.1377","0.38%"
"Jul 16, 2020","1.1383","1.1411","1.1443","1.1370","-0.24%"
"Jul 15, 2020","1.1410","1.1400","1.1452","1.1391","0.12%"
"Jul 14, 2020","1.1396","1.1343","1.1409","1.1324","0.49%"
"Jul 13, 2020","1.1340","1.1300","1.1375","1.1297","0.37%"
"Jul 10, 2020","1.1298","1.1285","1.1326","1.1255","0.15%"
"Jul 09, 2020","1.1281","1.1329","1.1372","1.1279","-0.42%"
"Jul 08, 2020","1.1329","1.1273","1.1352","1.1262","0.52%"
"Jul 07, 2020","1.1270","1.1308","1.1334","1.1258","-0.34%"
"Jul 06, 2020","1.1308","1.1242","1.1346","1.1240","0.53%"
"Jul 03, 2020","1.1248","1.1239","1.1254","1.1219","0.09%"
"Jul 02, 2020","1.1238","1.1252","1.1303","1.1222","-0.11%"
"Jul 01, 2020","1.1250","1.1233","1.1276","1.1185","0.17%"
"Jun 30, 2020","1.1231","1.1242","1.1263","1.1191","-0.08%"
"Jun 29, 2020","1.1240","1.1227","1.1289","1.1216","0.21%"
"Jun 26, 2020","1.1217","1.1218","1.1241","1.1194","0.00%"
"Jun 25, 2020","1.1217","1.1251","1.1261","1.1190","-0.29%"
"Jun 24, 2020","1.1250","1.1308","1.1327","1.1248","-0.50%"
"Jun 23, 2020","1.1306","1.1259","1.1350","1.1233","0.43%"
"Jun 22, 2020","1.1258","1.1185","1.1271","1.1168","0.74%"
"Jun 19, 2020","1.1175","1.1205","1.1255","1.1168","-0.24%"
"Jun 18, 2020","1.1202","1.1244","1.1264","1.1185","-0.36%"
"Jun 17, 2020","1.1243","1.1264","1.1295","1.1207","-0.18%"
"Jun 16, 2020","1.1263","1.1325","1.1353","1.1228","-0.52%"
"Jun 15, 2020","1.1322","1.1245","1.1334","1.1226","0.60%"
"Jun 12, 2020","1.1254","1.1299","1.1341","1.1212","-0.38%"
"Jun 11, 2020","1.1297","1.1373","1.1404","1.1287","-0.63%"
"Jun 10, 2020","1.1369","1.1340","1.1423","1.1322","0.26%"
"Jun 09, 2020","1.1340","1.1297","1.1365","1.1241","0.43%"
"Jun 08, 2020","1.1292","1.1289","1.1321","1.1267","0.07%"
"Jun 05, 2020","1.1284","1.1337","1.1385","1.1278","-0.46%"
"Jun 04, 2020","1.1336","1.1234","1.1363","1.1194","0.93%"
"Jun 03, 2020","1.1232","1.1172","1.1257","1.1166","0.56%"
"Jun 02, 2020","1.1169","1.1137","1.1197","1.1114","0.31%"
"Jun 01, 2020","1.1134","1.1097","1.1155","1.1095","0.32%"
"May 29, 2020","1.1098","1.1078","1.1146","1.1070","0.20%"
"May 28, 2020","1.1076","1.1005","1.1094","1.0991","0.66%"
"May 27, 2020","1.1003","1.0983","1.1032","1.0934","0.21%"
"May 26, 2020","1.0980","1.0899","1.0997","1.0891","0.74%"
"May 25, 2020","1.0899","1.0903","1.0915","1.0870","-0.01%"
"May 22, 2020","1.0900","1.0949","1.0961","1.0885","-0.45%"
"May 21, 2020","1.0949","1.0979","1.1010","1.0936","-0.26%"
"May 20, 2020","1.0977","1.0928","1.1000","1.0918","0.51%"
"May 19, 2020","1.0921","1.0913","1.0977","1.0901","0.08%"
"May 18, 2020","1.0912","1.0816","1.0927","1.0799","0.90%"
"May 15, 2020","1.0815","1.0805","1.0851","1.0789","0.10%"
"May 14, 2020","1.0804","1.0819","1.0826","1.0775","-0.11%"
"May 13, 2020","1.0816","1.0848","1.0897","1.0811","-0.28%"
"May 12, 2020","1.0846","1.0807","1.0885","1.0784","0.37%"
"May 11, 2020","1.0806","1.0838","1.0851","1.0800","-0.31%"
"May 08, 2020","1.0840","1.0833","1.0876","1.0814","0.07%"
"May 07, 2020","1.0832","1.0795","1.0835","1.0766","0.35%"
"May 06, 2020","1.0794","1.0836","1.0848","1.0782","-0.41%"
"May 05, 2020","1.0838","1.0907","1.0927","1.0826","-0.62%"
"May 04, 2020","1.0906","1.0980","1.0980","1.0895","-0.70%"
"May 01, 2020","1.0983","1.0956","1.1019","1.0934","0.26%"
"Apr 30, 2020","1.0955","1.0872","1.0973","1.0833","0.75%"
"Apr 29, 2020","1.0873","1.0819","1.0886","1.0818","0.51%"
"Apr 28, 2020","1.0818","1.0829","1.0890","1.0810","-0.09%"
"Apr 27, 2020","1.0828","1.0809","1.0862","1.0808","0.07%"
"Apr 24, 2020","1.0820","1.0778","1.0831","1.0726","0.41%"
"Apr 23, 2020","1.0776","1.0824","1.0848","1.0755","-0.43%"
"Apr 22, 2020","1.0822","1.0857","1.0886","1.0802","-0.31%"
"Apr 21, 2020","1.0856","1.0862","1.0882","1.0816","-0.06%"
"Apr 20, 2020","1.0862","1.0875","1.0898","1.0841","-0.13%"
"Apr 17, 2020","1.0876","1.0835","1.0893","1.0812","0.38%"
"Apr 16, 2020","1.0835","1.0911","1.0913","1.0817","-0.66%"
"Apr 15, 2020","1.0907","1.0980","1.0991","1.0856","-0.66%"
"Apr 14, 2020","1.0979","1.0914","1.0988","1.0904","0.60%"
"Apr 13, 2020","1.0913","1.0941","1.0969","1.0892","-0.20%"
"Apr 10, 2020","1.0935","1.0930","1.0953","1.0919","0.07%"
"Apr 09, 2020","1.0927","1.0857","1.0953","1.0841","0.65%"
"Apr 08, 2020","1.0856","1.0891","1.0904","1.0829","-0.30%"
"Apr 07, 2020","1.0889","1.0793","1.0926","1.0783","0.91%"
"Apr 06, 2020","1.0791","1.0813","1.0835","1.0768","-0.16%"
"Apr 03, 2020","1.0808","1.0858","1.0865","1.0773","-0.44%"
"Apr 02, 2020","1.0856","1.0964","1.0970","1.0820","-0.97%"
"Apr 01, 2020","1.0962","1.1031","1.1040","1.0903","-0.61%"
"Mar 31, 2020","1.1029","1.1049","1.1056","1.0926","-0.15%"
"Mar 30, 2020","1.1046","1.1136","1.1145","1.1010","-0.84%"
"Mar 27, 2020","1.1140","1.1030","1.1148","1.0953","1.02%"
"Mar 26, 2020","1.1028","1.0881","1.1059","1.0869","1.36%"
"Mar 25, 2020","1.0880","1.0789","1.0895","1.0761","0.86%"
"Mar 24, 2020","1.0787","1.0726","1.0889","1.0722","0.62%"
"Mar 23, 2020","1.0721","1.0696","1.0828","1.0637","0.25%"
"Mar 20, 2020","1.0694","1.0691","1.0832","1.0637","0.04%"
"Mar 19, 2020","1.0690","1.0915","1.0982","1.0654","-2.04%"
"Mar 18, 2020","1.0913","1.0997","1.1046","1.0802","-0.75%"
"Mar 17, 2020","1.0996","1.1183","1.1190","1.0955","-1.65%"
"Mar 16, 2020","1.1181","1.1085","1.1237","1.1046","0.68%"
"Mar 13, 2020","1.1105","1.1185","1.1222","1.1054","-0.70%"
"Mar 12, 2020","1.1183","1.1269","1.1334","1.1055","-0.75%"
"Mar 11, 2020","1.1267","1.1280","1.1367","1.1257","-0.11%"
"Mar 10, 2020","1.1279","1.1446","1.1459","1.1274","-1.47%"
"Mar 09, 2020","1.1447","1.1292","1.1494","1.1284","1.44%"
"Mar 06, 2020","1.1285","1.1238","1.1356","1.1212","0.41%"
"Mar 05, 2020","1.1239","1.1136","1.1245","1.1119","0.94%"
"Mar 04, 2020","1.1134","1.1172","1.1187","1.1094","-0.33%"
"Mar 03, 2020","1.1171","1.1133","1.1214","1.1095","0.35%"
"Mar 02, 2020","1.1132","1.1003","1.1186","1.1003","0.97%"
"Feb 28, 2020","1.1025","1.1001","1.1054","1.0950","0.25%"
"Feb 27, 2020","1.0998","1.0881","1.1006","1.0878","1.09%"
"Feb 26, 2020","1.0879","1.0881","1.0910","1.0855","0.00%"
"Feb 25, 2020","1.0879","1.0854","1.0891","1.0829","0.25%"
"Feb 24, 2020","1.0852","1.0841","1.0872","1.0805","0.08%"
"Feb 21, 2020","1.0843","1.0785","1.0864","1.0783","0.56%"
"Feb 20, 2020","1.0783","1.0806","1.0821","1.0776","-0.19%"
"Feb 19, 2020","1.0804","1.0791","1.0812","1.0782","0.12%"
"Feb 18, 2020","1.0791","1.0838","1.0839","1.0785","-0.40%"
"Feb 17, 2020","1.0834","1.0832","1.0852","1.0821","0.04%"
"Feb 14, 2020","1.0830","1.0841","1.0862","1.0827","-0.09%"
"Feb 13, 2020","1.0840","1.0874","1.0890","1.0833","-0.29%"
"Feb 12, 2020","1.0871","1.0916","1.0927","1.0864","-0.39%"
"Feb 11, 2020","1.0914","1.0911","1.0926","1.0891","0.05%"
"Feb 10, 2020","1.0909","1.0951","1.0958","1.0907","-0.31%"
"Feb 07, 2020","1.0943","1.0983","1.0986","1.0941","-0.34%"
"Feb 06, 2020","1.0980","1.0999","1.1014","1.0964","-0.15%"
"Feb 05, 2020","1.0997","1.1044","1.1049","1.0993","-0.41%"
"Feb 04, 2020","1.1042","1.1059","1.1065","1.1033","-0.14%"
"Feb 03, 2020","1.1058","1.1092","1.1096","1.1035","-0.32%"
"Jan 31, 2020","1.1093","1.1032","1.1097","1.1016","0.57%"
"Jan 30, 2020","1.1030","1.1010","1.1040","1.1006","0.19%"
"Jan 29, 2020","1.1009","1.1022","1.1028","1.0991","-0.10%"
"Jan 28, 2020","1.1020","1.1019","1.1026","1.0998","0.04%"
"Jan 27, 2020","1.1016","1.1021","1.1039","1.1009","-0.06%"
"Jan 24, 2020","1.1023","1.1055","1.1063","1.1020","-0.26%"
"Jan 23, 2020","1.1052","1.1092","1.1109","1.1036","-0.35%"
"Jan 22, 2020","1.1091","1.1084","1.1099","1.1070","0.08%"
"Jan 21, 2020","1.1082","1.1095","1.1119","1.1080","-0.11%"
"Jan 20, 2020","1.1094","1.1092","1.1104","1.1076","0.05%"
"Jan 17, 2020","1.1088","1.1136","1.1143","1.1085","-0.42%"
"Jan 16, 2020","1.1135","1.1151","1.1173","1.1128","-0.13%"
"Jan 15, 2020","1.1149","1.1130","1.1164","1.1118","0.20%"
"Jan 14, 2020","1.1127","1.1135","1.1145","1.1104","-0.05%"
"Jan 13, 2020","1.1133","1.1125","1.1148","1.1112","0.12%"
"Jan 10, 2020","1.1120","1.1106","1.1130","1.1085","0.14%"
"Jan 09, 2020","1.1105","1.1106","1.1121","1.1092","0.02%"
"Jan 08, 2020","1.1103","1.1154","1.1169","1.1101","-0.43%"
"Jan 07, 2020","1.1151","1.1198","1.1198","1.1133","-0.38%"
"Jan 06, 2020","1.1193","1.1168","1.1207","1.1155","0.31%"
"Jan 03, 2020","1.1158","1.1172","1.1181","1.1125","-0.11%"
"Jan 02, 2020","1.1170","1.1212","1.1227","1.1163","-0.36%"
"Jan 01, 2020","1.1210","1.1213","1.1223","1.1205","0.00%"
"Dec 31, 2019","1.1210","1.1198","1.1240","1.1198","0.12%"
"Dec 30, 2019","1.1197","1.1175","1.1223","1.1170","0.20%"
"Dec 27, 2019","1.1175","1.1097","1.1188","1.1095","0.71%"
"Dec 26, 2019","1.1096","1.1091","1.1110","1.1082","0.05%"
"Dec 25, 2019","1.1090","1.1089","1.1107","1.1073","0.03%"
"Dec 24, 2019","1.1087","1.1089","1.1095","1.1069","0.01%"
"Dec 23, 2019","1.1086","1.1081","1.1097","1.1069","0.07%"
"Dec 20, 2019","1.1078","1.1122","1.1127","1.1065","-0.38%"
"Dec 19, 2019","1.1120","1.1113","1.1145","1.1107","0.08%"
"Dec 18, 2019","1.1111","1.1150","1.1156","1.1110","-0.34%"
"Dec 17, 2019","1.1149","1.1143","1.1176","1.1128","0.06%"
"Dec 16, 2019","1.1142","1.1122","1.1159","1.1122","0.21%"
"Dec 13, 2019","1.1119","1.1129","1.1200","1.1111","-0.08%"
"Dec 12, 2019","1.1128","1.1130","1.1155","1.1102","0.00%"
"Dec 11, 2019","1.1128","1.1092","1.1145","1.1070","0.32%"
"Dec 10, 2019","1.1092","1.1063","1.1099","1.1062","0.27%"
"Dec 09, 2019","1.1062","1.1055","1.1079","1.1052","0.05%"
"Dec 06, 2019","1.1057","1.1105","1.1111","1.1040","-0.41%"
"Dec 05, 2019","1.1102","1.1079","1.1109","1.1077","0.23%"
"Dec 04, 2019","1.1076","1.1082","1.1116","1.1066","-0.05%"
"Dec 03, 2019","1.1081","1.1078","1.1094","1.1065","0.04%"
"Dec 02, 2019","1.1077","1.1014","1.1090","1.1003","0.56%"
"Nov 29, 2019","1.1015","1.1008","1.1029","1.0980","0.07%"
"Nov 28, 2019","1.1007","1.0999","1.1019","1.0999","0.08%"
"Nov 27, 2019","1.0998","1.1020","1.1026","1.0991","-0.18%"
"Nov 26, 2019","1.1018","1.1014","1.1027","1.1006","0.05%"
"Nov 25, 2019","1.1013","1.1024","1.1033","1.1004","-0.08%"
"Nov 22, 2019","1.1022","1.1058","1.1086","1.1014","-0.32%"
"Nov 21, 2019","1.1057","1.1074","1.1098","1.1051","-0.14%"
"Nov 20, 2019","1.1072","1.1078","1.1083","1.1053","-0.05%"
"Nov 19, 2019","1.1078","1.1072","1.1085","1.1062","0.07%"
"Nov 18, 2019","1.1070","1.1052","1.1091","1.1048","0.18%"
"Nov 15, 2019","1.1050","1.1021","1.1058","1.1014","0.26%"
"Nov 14, 2019","1.1021","1.1006","1.1028","1.0989","0.14%"
"Nov 13, 2019","1.1006","1.1010","1.1021","1.0994","-0.01%"
"Nov 12, 2019","1.1007","1.1033","1.1040","1.1002","-0.23%"
"Nov 11, 2019","1.1032","1.1022","1.1044","1.1016","0.15%"
"Nov 08, 2019","1.1016","1.1050","1.1056","1.1016","-0.30%"
"Nov 07, 2019","1.1049","1.1066","1.1092","1.1035","-0.14%"
"Nov 06, 2019","1.1065","1.1075","1.1094","1.1064","-0.08%"
"Nov 05, 2019","1.1074","1.1128","1.1141","1.1063","-0.47%"
"Nov 04, 2019","1.1126","1.1165","1.1176","1.1124","-0.35%"
"Nov 01, 2019","1.1165","1.1152","1.1172","1.1128","0.13%"
"Oct 31, 2019","1.1150","1.1151","1.1176","1.1130","0.02%"
"Oct 30, 2019","1.1148","1.1112","1.1152","1.1079","0.34%"
"Oct 29, 2019","1.1110","1.1099","1.1120","1.1073","0.11%"
"Oct 28, 2019","1.1098","1.1082","1.1108","1.1076","0.18%"
"Oct 25, 2019","1.1078","1.1104","1.1123","1.1072","-0.23%"
"Oct 24, 2019","1.1104","1.1131","1.1164","1.1092","-0.22%"
"Oct 23, 2019","1.1129","1.1125","1.1141","1.1106","0.04%"
"Oct 22, 2019","1.1124","1.1150","1.1158","1.1118","-0.22%"
"Oct 21, 2019","1.1148","1.1143","1.1180","1.1137","-0.19%"
"Oct 18, 2019","1.1169","1.1125","1.1173","1.1114","0.42%"
"Oct 17, 2019","1.1122","1.1072","1.1141","1.1064","0.47%"
"Oct 16, 2019","1.1070","1.1033","1.1086","1.1021","0.35%"
"Oct 15, 2019","1.1031","1.1028","1.1047","1.0991","0.03%"
"Oct 14, 2019","1.1028","1.1044","1.1050","1.1013","-0.11%"
"Oct 11, 2019","1.1040","1.1006","1.1063","1.1000","0.33%"
"Oct 10, 2019","1.1004","1.0971","1.1035","1.0970","0.32%"
"Oct 09, 2019","1.0969","1.0956","1.0991","1.0951","0.14%"
"Oct 08, 2019","1.0954","1.0971","1.0997","1.0941","-0.15%"
"Oct 07, 2019","1.0970","1.0976","1.1001","1.0962","-0.05%"
"Oct 04, 2019","1.0976","1.0963","1.0999","1.0956","0.11%"
"Oct 03, 2019","1.0964","1.0959","1.1000","1.0941","0.05%"
"Oct 02, 2019","1.0958","1.0933","1.0964","1.0904","0.26%"
"Oct 01, 2019","1.0930","1.0900","1.0943","1.0878","0.29%"
"Sep 30, 2019","1.0898","1.0940","1.0948","1.0884","-0.37%"
"Sep 27, 2019","1.0938","1.0921","1.0960","1.0905","0.16%"
"Sep 26, 2019","1.0921","1.0942","1.0969","1.0908","-0.18%"
"Sep 25, 2019","1.0941","1.1020","1.1025","1.0937","-0.70%"
"Sep 24, 2019","1.1018","1.0994","1.1025","1.0983","0.25%"
"Sep 23, 2019","1.0991","1.1016","1.1027","1.0965","-0.24%"
"Sep 20, 2019","1.1017","1.1042","1.1069","1.0996","-0.21%"
"Sep 19, 2019","1.1040","1.1030","1.1075","1.1022","0.10%"
"Sep 18, 2019","1.1029","1.1073","1.1077","1.1013","-0.38%"
"Sep 17, 2019","1.1071","1.1000","1.1076","1.0990","0.65%"
"Sep 16, 2019","1.1000","1.1087","1.1093","1.0993","-0.66%"
"Sep 13, 2019","1.1073","1.1063","1.1110","1.1055","0.11%"
"Sep 12, 2019","1.1061","1.1011","1.1087","1.0927","0.47%"
"Sep 11, 2019","1.1009","1.1044","1.1056","1.0984","-0.31%"
"Sep 10, 2019","1.1043","1.1047","1.1061","1.1030","-0.03%"
"Sep 09, 2019","1.1046","1.1024","1.1069","1.1015","0.17%"
"Sep 06, 2019","1.1027","1.1034","1.1057","1.1020","-0.05%"
"Sep 05, 2019","1.1033","1.1037","1.1085","1.1016","0.00%"
"Sep 04, 2019","1.1033","1.0974","1.1039","1.0968","0.56%"
"Sep 03, 2019","1.0972","1.0970","1.0979","1.0926","0.05%"
"Sep 02, 2019","1.0966","1.0989","1.1000","1.0957","-0.21%"
"Aug 30, 2019","1.0989","1.1056","1.1062","1.0963","-0.60%"
"Aug 29, 2019","1.1055","1.1077","1.1092","1.1042","-0.20%"
"Aug 28, 2019","1.1077","1.1091","1.1099","1.1072","-0.12%"
"Aug 27, 2019","1.1090","1.1103","1.1116","1.1085","-0.09%"
"Aug 26, 2019","1.1100","1.1145","1.1166","1.1093","-0.39%"
"Aug 23, 2019","1.1144","1.1079","1.1154","1.1051","0.60%"
"Aug 22, 2019","1.1078","1.1085","1.1114","1.1063","-0.05%"
"Aug 21, 2019","1.1083","1.1100","1.1108","1.1080","-0.14%"
"Aug 20, 2019","1.1099","1.1079","1.1107","1.1065","0.21%"
"Aug 19, 2019","1.1076","1.1092","1.1114","1.1076","-0.12%"
"Aug 16, 2019","1.1089","1.1107","1.1114","1.1066","-0.15%"
"Aug 15, 2019","1.1106","1.1139","1.1159","1.1091","-0.29%"
"Aug 14, 2019","1.1138","1.1171","1.1192","1.1130","-0.28%"
"Aug 13, 2019","1.1169","1.1214","1.1229","1.1170","-0.38%"
"Aug 12, 2019","1.1212","1.1204","1.1231","1.1162","0.13%"
"Aug 09, 2019","1.1198","1.1180","1.1223","1.1179","0.18%"
"Aug 08, 2019","1.1178","1.1199","1.1233","1.1177","-0.17%"
"Aug 07, 2019","1.1197","1.1199","1.1243","1.1179","-0.01%"
"Aug 06, 2019","1.1198","1.1203","1.1250","1.1168","-0.04%"
"Aug 05, 2019","1.1202","1.1103","1.1214","1.1103","0.86%"
"Aug 02, 2019","1.1107","1.1085","1.1118","1.1070","0.22%"
"Aug 01, 2019","1.1083","1.1076","1.1096","1.1027","0.08%"
"Jul 31, 2019","1.1074","1.1155","1.1163","1.1059","-0.71%"
"Jul 30, 2019","1.1153","1.1144","1.1162","1.1132","0.08%"
"Jul 29, 2019","1.1144","1.1127","1.1151","1.1113","0.17%"
"Jul 26, 2019","1.1125","1.1147","1.1151","1.1112","-0.18%"
"Jul 25, 2019","1.1145","1.1141","1.1188","1.1101","0.05%"
"Jul 24, 2019","1.1139","1.1152","1.1159","1.1127","-0.11%"
"Jul 23, 2019","1.1151","1.1210","1.1211","1.1145","-0.51%"
"Jul 22, 2019","1.1208","1.1218","1.1226","1.1206","-0.11%"
"Jul 19, 2019","1.1220","1.1277","1.1283","1.1203","-0.49%"
"Jul 18, 2019","1.1275","1.1224","1.1281","1.1205","0.46%"
"Jul 17, 2019","1.1223","1.1211","1.1235","1.1200","0.12%"
"Jul 16, 2019","1.1209","1.1257","1.1264","1.1201","-0.43%"
"Jul 15, 2019","1.1257","1.1269","1.1285","1.1252","-0.11%"
"Jul 12, 2019","1.1269","1.1254","1.1276","1.1237","0.15%"
"Jul 11, 2019","1.1252","1.1251","1.1286","1.1244","0.03%"
"Jul 10, 2019","1.1249","1.1208","1.1264","1.1201","0.38%"
"Jul 09, 2019","1.1206","1.1215","1.1220","1.1193","-0.07%"
"Jul 08, 2019","1.1214","1.1223","1.1235","1.1207","-0.09%"
"Jul 05, 2019","1.1224","1.1285","1.1288","1.1207","-0.53%"
"Jul 04, 2019","1.1284","1.1278","1.1296","1.1272","0.06%"
"Jul 03, 2019","1.1277","1.1285","1.1312","1.1268","-0.05%"
"Jul 02, 2019","1.1283","1.1286","1.1321","1.1274","-0.02%"
"Jul 01, 2019","1.1285","1.1376","1.1376","1.1280","-0.73%"
"Jun 28, 2019","1.1368","1.1370","1.1394","1.1351","0.00%"
"Jun 27, 2019","1.1368","1.1369","1.1382","1.1348","0.00%"
"Jun 26, 2019","1.1368","1.1365","1.1392","1.1348","0.03%"
"Jun 25, 2019","1.1365","1.1399","1.1413","1.1343","-0.27%"
"Jun 24, 2019","1.1396","1.1361","1.1405","1.1361","0.26%"
"Jun 21, 2019","1.1366","1.1292","1.1379","1.1282","0.66%"
"Jun 20, 2019","1.1291","1.1226","1.1319","1.1226","0.60%"
"Jun 19, 2019","1.1224","1.1193","1.1254","1.1186","0.29%"
"Jun 18, 2019","1.1191","1.1219","1.1243","1.1180","-0.23%"
"Jun 17, 2019","1.1217","1.1216","1.1248","1.1204","0.09%"
"Jun 14, 2019","1.1207","1.1283","1.1291","1.1201","-0.60%"
"Jun 13, 2019","1.1275","1.1287","1.1305","1.1267","-0.11%"
"Jun 12, 2019","1.1287","1.1326","1.1344","1.1281","-0.37%"
"Jun 11, 2019","1.1329","1.1312","1.1338","1.1301","0.15%"
"Jun 10, 2019","1.1312","1.1324","1.1331","1.1289","-0.17%"
"Jun 07, 2019","1.1331","1.1276","1.1349","1.1250","0.51%"
"Jun 06, 2019","1.1274","1.1229","1.1309","1.1214","0.49%"
"Jun 05, 2019","1.1219","1.1251","1.1307","1.1219","-0.28%"
"Jun 04, 2019","1.1251","1.1241","1.1279","1.1226","0.10%"
"Jun 03, 2019","1.1240","1.1168","1.1264","1.1156","0.65%"
"May 31, 2019","1.1167","1.1135","1.1180","1.1125","0.33%"
"May 30, 2019","1.1130","1.1132","1.1145","1.1115","0.01%"
"May 29, 2019","1.1129","1.1161","1.1174","1.1123","-0.28%"
"May 28, 2019","1.1160","1.1199","1.1204","1.1158","-0.32%"
"May 27, 2019","1.1196","1.1196","1.1216","1.1185","-0.05%"
"May 24, 2019","1.1202","1.1182","1.1214","1.1174","0.20%"
"May 23, 2019","1.1180","1.1151","1.1189","1.1107","0.25%"
"May 22, 2019","1.1152","1.1167","1.1181","1.1147","-0.05%"
"May 21, 2019","1.1158","1.1171","1.1188","1.1141","-0.11%"
"May 20, 2019","1.1170","1.1158","1.1177","1.1149","0.13%"
"May 17, 2019","1.1156","1.1174","1.1185","1.1154","-0.14%"
"May 16, 2019","1.1172","1.1202","1.1227","1.1165","-0.25%"
"May 15, 2019","1.1200","1.1204","1.1226","1.1177","-0.03%"
"May 14, 2019","1.1203","1.1224","1.1247","1.1200","-0.18%"
"May 13, 2019","1.1223","1.1242","1.1266","1.1221","-0.09%"
"May 10, 2019","1.1233","1.1215","1.1255","1.1214","0.12%"
"May 09, 2019","1.1220","1.1192","1.1253","1.1172","0.26%"
"May 08, 2019","1.1191","1.1191","1.1215","1.1182","0.01%"
"May 07, 2019","1.1190","1.1199","1.1222","1.1165","-0.06%"
"May 06, 2019","1.1197","1.1172","1.1211","1.1159","-0.03%"
"May 03, 2019","1.1200","1.1178","1.1207","1.1135","0.21%"
"May 02, 2019","1.1176","1.1202","1.1221","1.1170","-0.16%"
"May 01, 2019","1.1194","1.1215","1.1266","1.1187","-0.19%"
"Apr 30, 2019","1.1215","1.1186","1.1231","1.1175","0.27%"
"Apr 29, 2019","1.1185","1.1152","1.1192","1.1141","0.33%"
"Apr 26, 2019","1.1148","1.1131","1.1176","1.1111","0.16%"
"Apr 25, 2019","1.1130","1.1161","1.1164","1.1118","-0.20%"
"Apr 24, 2019","1.1152","1.1229","1.1233","1.1140","-0.65%"
"Apr 23, 2019","1.1225","1.1257","1.1264","1.1192","-0.27%"
"Apr 22, 2019","1.1255","1.1244","1.1264","1.1236","0.08%"
"Apr 19, 2019","1.1246","1.1241","1.1254","1.1228","0.15%"
"Apr 18, 2019","1.1229","1.1297","1.1307","1.1226","-0.58%"
"Apr 17, 2019","1.1294","1.1281","1.1326","1.1279","0.12%"
"Apr 16, 2019","1.1280","1.1303","1.1315","1.1279","-0.24%"
"Apr 15, 2019","1.1307","1.1300","1.1322","1.1294","0.06%"
"Apr 12, 2019","1.1300","1.1254","1.1327","1.1252","0.44%"
"Apr 11, 2019","1.1250","1.1273","1.1291","1.1249","-0.20%"
"Apr 10, 2019","1.1273","1.1264","1.1288","1.1229","0.11%"
"Apr 09, 2019","1.1261","1.1272","1.1286","1.1253","0.02%"
"Apr 08, 2019","1.1259","1.1218","1.1277","1.1213","0.40%"
"Apr 05, 2019","1.1214","1.1223","1.1247","1.1209","-0.05%"
"Apr 04, 2019","1.1220","1.1235","1.1250","1.1205","-0.12%"
"Apr 03, 2019","1.1234","1.1205","1.1256","1.1200","0.29%"
"Apr 02, 2019","1.1202","1.1216","1.1219","1.1183","-0.09%"
"Apr 01, 2019","1.1212","1.1218","1.1250","1.1202","-0.04%"
"Mar 29, 2019","1.1217","1.1221","1.1249","1.1208","-0.03%"
"Mar 28, 2019","1.1220","1.1244","1.1264","1.1213","-0.24%"
"Mar 27, 2019","1.1247","1.1269","1.1287","1.1242","-0.15%"
"Mar 26, 2019","1.1264","1.1313","1.1329","1.1262","-0.42%"
"Mar 25, 2019","1.1311","1.1294","1.1333","1.1284","-0.02%"
"Mar 22, 2019","1.1313","1.1375","1.1394","1.1272","-0.53%"
"Mar 21, 2019","1.1373","1.1414","1.1439","1.1342","-0.33%"
"Mar 20, 2019","1.1411","1.1351","1.1450","1.1335","0.55%"
"Mar 19, 2019","1.1349","1.1337","1.1364","1.1332","0.11%"
"Mar 18, 2019","1.1336","1.1323","1.1360","1.1317","0.10%"
"Mar 15, 2019","1.1325","1.1305","1.1346","1.1296","0.20%"
"Mar 14, 2019","1.1302","1.1329","1.1342","1.1293","-0.20%"
"Mar 13, 2019","1.1325","1.1287","1.1341","1.1277","0.35%"
"Mar 12, 2019","1.1286","1.1250","1.1308","1.1243","0.35%"
"Mar 11, 2019","1.1247","1.1238","1.1259","1.1221","0.06%"
"Mar 08, 2019","1.1240","1.1194","1.1248","1.1185","0.41%"
"Mar 07, 2019","1.1194","1.1306","1.1322","1.1176","-1.00%"
"Mar 06, 2019","1.1307","1.1313","1.1328","1.1286","-0.01%"
"Mar 05, 2019","1.1308","1.1339","1.1353","1.1290","-0.28%"
"Mar 04, 2019","1.1340","1.1380","1.1398","1.1309","-0.33%"
"Mar 01, 2019","1.1377","1.1372","1.1410","1.1353","0.05%"
"Feb 28, 2019","1.1371","1.1371","1.1421","1.1357","0.02%"
"Feb 27, 2019","1.1369","1.1396","1.1404","1.1360","-0.16%"
"Feb 26, 2019","1.1387","1.1366","1.1404","1.1343","0.25%"
"Feb 25, 2019","1.1359","1.1338","1.1369","1.1323","0.14%"
"Feb 22, 2019","1.1343","1.1337","1.1360","1.1315","0.06%"
"Feb 21, 2019","1.1336","1.1338","1.1368","1.1320","-0.01%"
"Feb 20, 2019","1.1337","1.1342","1.1374","1.1324","-0.04%"
"Feb 19, 2019","1.1341","1.1310","1.1358","1.1274","0.27%"
"Feb 18, 2019","1.1311","1.1288","1.1337","1.1284","0.14%"
"Feb 15, 2019","1.1295","1.1295","1.1313","1.1233","-0.05%"
"Feb 14, 2019","1.1301","1.1262","1.1313","1.1247","0.30%"
"Feb 13, 2019","1.1267","1.1326","1.1346","1.1260","-0.51%"
"Feb 12, 2019","1.1325","1.1280","1.1342","1.1256","0.43%"
